steps,scenario,seed,ppo_wait,fixed_30s_wait,pct_vs_30s,fixed_45s_wait,pct_vs_45s,fixed_60s_wait,pct_vs_60s,beats_all_fixed
2590000,Low,675452,897326878.0,11415192.0,-7760.8,4484230.0,-19910.7,3750842.0,-23823.3,False
2600000,Medium,449502,942357546.0,46139654.0,-1942.4,34035049.0,-2668.8,28221751.0,-3239.1,False
2610000,High,297642,195701410.0,129353528.0,-51.3,84179292.0,-132.5,66678040.0,-193.5,False
2620000,Low,295013,912199148.0,17624718.0,-5075.7,8947544.0,-10095.0,5197891.0,-17449.4,False
2630000,Medium,248974,50999861.0,49037797.0,-4.0,32775464.0,-55.6,27271248.0,-87.0,False
2640000,High,93894,137519847.0,129770828.0,-6.0,82474262.0,-66.7,65560583.0,-109.8,False
2650000,Low,953785,27876159.0,17557043.0,-58.8,9915851.0,-181.1,7216330.0,-286.3,False
2660000,Medium,354143,61636422.0,44486195.0,-38.6,34777547.0,-77.2,29387075.0,-109.7,False
2670000,High,566623,132996803.0,126764536.0,-4.9,80754562.0,-64.7,67311398.0,-97.6,False
2680000,Low,217098,35403573.0,16915295.0,-109.3,6775347.0,-422.5,3913345.0,-804.7,False
2690000,Medium,646368,56297631.0,51150043.0,-10.1,35127612.0,-60.3,27587997.0,-104.1,False
2700000,High,590223,137253888.0,130858099.0,-4.9,84287707.0,-62.8,67670604.0,-102.8,False
2710000,Low,623711,34915065.0,13016591.0,-168.2,3138753.0,-1012.4,3477058.0,-904.2,False
2720000,Medium,91177,63411285.0,49866185.0,-27.2,34313543.0,-84.8,25989795.0,-144.0,False
2730000,High,292657,131943546.0,128877241.0,-2.4,83393757.0,-58.2,67424223.0,-95.7,False
2740000,Low,389758,37283552.0,10544031.0,-253.6,7109460.0,-424.4,5402562.0,-590.1,False
2750000,Medium,961896,62184556.0,44538048.0,-39.6,30532724.0,-103.7,23248390.0,-167.5,False
2760000,High,541216,123925623.0,124289328.0,0.3,79411109.0,-56.1,66488005.0,-86.4,False
2770000,Low,507827,31638761.0,12384279.0,-155.5,4782455.0,-561.6,3511012.0,-801.1,False
2780000,Medium,590034,63666601.0,48098544.0,-32.4,34335766.0,-85.4,26241996.0,-142.6,False
2790000,High,390206,62365884.0,127705723.0,51.2,80751848.0,22.8,65669308.0,5.0,True
2800000,Low,216185,43561518.0,14518453.0,-200.0,9387969.0,-364.0,5230485.0,-732.8,False
2810000,Medium,181641,17882933.0,46951729.0,61.9,31042023.0,42.4,23893612.0,25.2,True
2820000,High,503224,61184081.0,120683980.0,49.3,77320651.0,20.9,64127696.0,4.6,True
2830000,Low,665025,40539853.0,17977777.0,-125.5,8061992.0,-402.9,4885039.0,-729.9,False
2840000,Medium,378077,22104132.0,51593948.0,57.2,37391794.0,40.9,32326328.0,31.6,True
2850000,High,438128,65205694.0,122321173.0,46.7,81759924.0,20.2,67913606.0,4.0,True
2860000,Low,416588,42520407.0,12723563.0,-234.2,5720652.0,-643.3,4123703.0,-931.1,False
2870000,Medium,853961,24998727.0,47420136.0,47.3,34733454.0,28.0,28242201.0,11.5,True
2880000,High,475825,65723622.0,126784049.0,48.2,81118513.0,19.0,68613846.0,4.2,True
2890000,Low,175211,8616251.0,19225406.0,55.2,8831390.0,2.4,7303105.0,-18.0,False
2900000,Medium,800657,30458838.0,48893323.0,37.7,35878826.0,15.1,31753587.0,4.1,True
2910000,High,647042,58919171.0,122413630.0,51.9,79169462.0,25.6,62683848.0,6.0,True
2920000,Low,85942,4021407.0,13321035.0,69.8,4642371.0,13.4,3689754.0,-9.0,False
2930000,Medium,178316,22341086.0,47282275.0,52.7,29530989.0,24.3,23304303.0,4.1,True
2940000,High,904943,62448827.0,127605696.0,51.1,79279271.0,21.2,64977700.0,3.9,True
2950000,Low,275623,4649063.0,14370644.0,67.6,8190643.0,43.2,5133879.0,9.4,True
2960000,Medium,402662,25589967.0,45349452.0,43.6,34037494.0,24.8,26509138.0,3.5,True
2970000,High,605794,60820918.0,121932394.0,50.1,76242586.0,20.2,61576941.0,1.2,True
2980000,Low,11452,4006747.0,13606640.0,70.6,4969314.0,19.4,3605159.0,-11.1,False
2990000,Medium,631408,29660662.0,48131436.0,38.4,35683169.0,16.9,30965067.0,4.2,True
3000000,High,90396,60605550.0,128468567.0,52.8,80058834.0,24.3,63500873.0,4.6,True
3010000,Low,148154,5449053.0,16612598.0,67.2,7060109.0,22.8,5207817.0,-4.6,False
3020000,Medium,973516,24036403.0,46762254.0,48.6,33022369.0,27.2,26349477.0,8.8,True
3030000,High,734889,62214988.0,112754955.0,44.8,77736950.0,20.0,64831814.0,4.0,True
3040000,Low,601684,3745386.0,13953434.0,73.2,4384372.0,14.6,3833596.0,2.3,True
3050000,Medium,927246,26820598.0,45868382.0,41.5,34447408.0,22.1,28158803.0,4.8,True
3060000,High,44504,63276614.0,130385586.0,51.5,83384692.0,24.1,68573757.0,7.7,True
3070000,Low,782644,4943879.0,14532379.0,66.0,7565673.0,34.7,4864460.0,-1.6,False
3080000,Medium,906102,29708274.0,46411300.0,36.0,36460483.0,18.5,31407168.0,5.4,True
3090000,High,708596,65257470.0,127329105.0,48.7,82706197.0,21.1,67507226.0,3.3,True
3100000,Low,223146,4334687.0,14507930.0,70.1,4344486.0,0.2,4030383.0,-7.6,False
3110000,Medium,212924,26600386.0,53040567.0,49.8,34870889.0,23.7,28553159.0,6.8,True
3120000,High,303961,57643739.0,122331968.0,52.9,77665849.0,25.8,60714693.0,5.1,True
3130000,Low,977604,4614916.0,14828899.0,68.9,7513025.0,38.6,4134986.0,-11.6,False
3140000,Medium,675321,25573613.0,46574205.0,45.1,32164206.0,20.5,26428438.0,3.2,True
3150000,High,778045,62537324.0,127252405.0,50.9,82832272.0,24.5,65908274.0,5.1,True
3160000,Low,959984,4087988.0,13761483.0,70.3,5786067.0,29.3,4458296.0,8.3,True
3170000,Medium,858883,25640589.0,42421289.0,39.6,31030140.0,17.4,26319702.0,2.6,True
3180000,High,751292,63593982.0,126195211.0,49.6,80709032.0,21.2,66632750.0,4.6,True
3190000,Low,558610,4260358.0,11151235.0,61.8,5065506.0,15.9,4188588.0,-1.7,False
3200000,Medium,742352,28260760.0,46186406.0,38.8,33707904.0,16.2,29591164.0,4.5,True
3210000,High,433233,65090355.0,130199254.0,50.0,84521053.0,23.0,67538620.0,3.6,True
3220000,Low,688506,4417655.0,14594905.0,69.7,5853378.0,24.5,4290282.0,-3.0,False
3230000,Medium,173147,25935877.0,45108687.0,42.5,32473219.0,20.1,27595318.0,6.0,True
3240000,High,708249,65301507.0,124272766.0,47.5,82824309.0,21.2,67501005.0,3.3,True
3250000,Low,342765,4657482.0,13124046.0,64.5,4471381.0,-4.2,4517760.0,-3.1,False
3260000,Medium,748682,30104356.0,50445387.0,40.3,36569827.0,17.7,32021133.0,6.0,True
3270000,High,912662,66638095.0,130420678.0,48.9,84446611.0,21.1,69948739.0,4.7,True
3280000,Low,898133,6397128.0,12788458.0,50.0,8276322.0,22.7,6371783.0,-0.4,False
3290000,Medium,749845,24993512.0,46307363.0,46.0,33264340.0,24.9,26849882.0,6.9,True
3300000,High,816358,56821442.0,124629841.0,54.4,77818689.0,27.0,58620570.0,3.1,True
3310000,Low,839284,5617309.0,15401813.0,63.5,8482543.0,33.8,5651616.0,0.6,True
3320000,Medium,928190,25357350.0,49305121.0,48.6,33960317.0,25.3,26261205.0,3.4,True
3330000,High,758533,65756334.0,132696476.0,50.4,86329174.0,23.8,69156626.0,4.9,True
3340000,Low,114341,5313775.0,16275946.0,67.4,9112103.0,41.7,5662973.0,6.2,True
3350000,Medium,879036,24441299.0,45586525.0,46.4,31863602.0,23.3,26182876.0,6.7,True
3360000,High,925497,65316677.0,131664534.0,50.4,82858519.0,21.2,67777386.0,3.6,True
3370000,Low,620015,6193699.0,16959142.0,63.5,8861498.0,30.1,6293275.0,1.6,True
3380000,Medium,142085,23225850.0,48976885.0,52.6,35061143.0,33.8,27404080.0,15.2,True
3390000,High,55760,67689211.0,133180690.0,49.2,84531060.0,19.9,69115708.0,2.1,True
3400000,Low,185016,4143508.0,12531591.0,66.9,7289565.0,43.2,4619018.0,10.3,True
3410000,Medium,616517,26565780.0,47262224.0,43.8,30943092.0,14.1,27523631.0,3.5,True
3420000,High,480784,62326635.0,130311370.0,52.2,83352169.0,25.2,65097140.0,4.3,True
3430000,Low,267223,6255705.0,17012098.0,63.2,10520602.0,40.5,7025592.0,11.0,True
3440000,Medium,966565,24402312.0,45818073.0,46.7,33650619.0,27.5,25416290.0,4.0,True
3450000,High,286134,64995521.0,126820294.0,48.7,81577025.0,20.3,65594127.0,0.9,True
3460000,Low,81333,6578760.0,14209985.0,53.7,7239107.0,9.1,5006460.0,-31.4,False
3470000,Medium,810539,25363887.0,48126443.0,47.3,34416886.0,26.3,27305036.0,7.1,True
3480000,High,291606,63292015.0,128172359.0,50.6,83249143.0,24.0,66924176.0,5.4,True
3490000,Low,306787,25849041.0,17226712.0,-50.1,6188405.0,-317.7,3937582.0,-556.5,False
3500000,Medium,679271,23831991.0,47932846.0,50.3,33340959.0,28.5,25757052.0,7.5,True
3510000,High,769206,60960302.0,119312381.0,48.9,78535296.0,22.4,64442433.0,5.4,True
3520000,Low,846275,43469443.0,13124441.0,-231.2,6387991.0,-580.5,4144380.0,-948.9,False
3530000,Medium,375893,25514000.0,51239579.0,50.2,35988365.0,29.1,27979277.0,8.8,True
3540000,High,895952,61659481.0,128440561.0,52.0,81248774.0,24.1,66012928.0,6.6,True
3550000,Low,393194,42202912.0,12190243.0,-246.2,7007488.0,-502.3,4622553.0,-813.0,False
3560000,Medium,588559,27516681.0,47493864.0,42.1,35929543.0,23.4,29066256.0,5.3,True
3570000,High,724535,65210289.0,124764716.0,47.7,82714150.0,21.2,69409911.0,6.1,True
3580000,Low,333139,29060697.0,16783237.0,-73.2,8489042.0,-242.3,5352461.0,-442.9,False
3590000,Medium,561200,28589232.0,49754468.0,42.5,34233381.0,16.5,29285753.0,2.4,True
3600000,High,653150,63792191.0,120701670.0,47.1,80001336.0,20.3,66726414.0,4.4,True
