steps,High,Low,Medium,mean_pct_vs_60s
2200000,7.2,56.3,58.2,40.6
2300000,8.4,56.1,60.9,41.8
3600000,7.8,51.8,59.6,39.7
6000000,7.9,50.6,35.9,31.5
