steps,scenario,total_wait,fixed_30s_wait,pct_vs_30s,fixed_45s_wait,pct_vs_45s,fixed_60s_wait,pct_vs_60s
2410000,Low,37688106.0,13323576.0,-182.9,4299201.5,-776.6,3709842.5,-915.9
2430000,Low,37688106.0,13323576.0,-182.9,4299201.5,-776.6,3709842.5,-915.9
2450000,Low,37688106.0,13323576.0,-182.9,4299201.5,-776.6,3709842.5,-915.9
2470000,Low,923474292.5,13323576.0,-6831.1,4299201.5,-21380.1,3709842.5,-24792.5
2490000,Low,923440694.0,13323576.0,-6830.9,4299201.5,-21379.4,3709842.5,-24791.6
2510000,Low,923565485.5,13323576.0,-6831.8,4299201.5,-21382.3,3709842.5,-24795.0
2530000,Low,923538930.0,13323576.0,-6831.6,4299201.5,-21381.6,3709842.5,-24794.3
2550000,Low,923440694.0,13323576.0,-6830.9,4299201.5,-21379.4,3709842.5,-24791.6
2570000,Low,923474292.5,13323576.0,-6831.1,4299201.5,-21380.1,3709842.5,-24792.5
2590000,Low,923426868.0,13323576.0,-6830.8,4299201.5,-21379.0,3709842.5,-24791.3
2610000,Low,923474292.5,13323576.0,-6831.1,4299201.5,-21380.1,3709842.5,-24792.5
2630000,Low,923474292.5,13323576.0,-6831.1,4299201.5,-21380.1,3709842.5,-24792.5
2650000,Low,481015097.5,13323576.0,-3510.3,4299201.5,-11088.5,3709842.5,-12865.9
2670000,Low,480941904.5,13323576.0,-3509.7,4299201.5,-11086.8,3709842.5,-12863.9
2690000,Low,480162562.5,13323576.0,-3503.9,4299201.5,-11068.6,3709842.5,-12842.9
2710000,Low,36323200.5,13323576.0,-172.6,4299201.5,-744.9,3709842.5,-879.1
2730000,Low,37688106.0,13323576.0,-182.9,4299201.5,-776.6,3709842.5,-915.9
2750000,Low,36156243.5,13323576.0,-171.4,4299201.5,-741.0,3709842.5,-874.6
2770000,Low,37688106.0,13323576.0,-182.9,4299201.5,-776.6,3709842.5,-915.9
2790000,Low,40754091.0,13323576.0,-205.9,4299201.5,-847.9,3709842.5,-998.5
2810000,Low,40754091.0,13323576.0,-205.9,4299201.5,-847.9,3709842.5,-998.5
2830000,Low,40395390.5,13323576.0,-203.2,4299201.5,-839.6,3709842.5,-988.9
2850000,Low,40395390.5,13323576.0,-203.2,4299201.5,-839.6,3709842.5,-988.9
2870000,Low,40828949.5,13323576.0,-206.4,4299201.5,-849.7,3709842.5,-1000.6
2890000,Low,40828949.5,13323576.0,-206.4,4299201.5,-849.7,3709842.5,-1000.6
2910000,Low,40828949.5,13323576.0,-206.4,4299201.5,-849.7,3709842.5,-1000.6
2930000,Low,3895479.5,13323576.0,70.8,4299201.5,9.4,3709842.5,-5.0
2950000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
2970000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
2990000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3010000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3030000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3050000,Low,3979550.5,13323576.0,70.1,4299201.5,7.4,3709842.5,-7.3
3070000,Low,3979550.5,13323576.0,70.1,4299201.5,7.4,3709842.5,-7.3
3090000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3110000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3130000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3150000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3170000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3190000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3210000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3230000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3250000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3270000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3290000,Low,3994547.5,13323576.0,70.0,4299201.5,7.1,3709842.5,-7.7
3310000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3330000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3350000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3370000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3390000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3410000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3430000,Low,3932292.5,13323576.0,70.5,4299201.5,8.5,3709842.5,-6.0
3450000,Low,4463560.0,13323576.0,66.5,4299201.5,-3.8,3709842.5,-20.3
3470000,Low,4444496.0,13323576.0,66.6,4299201.5,-3.4,3709842.5,-19.8
3490000,Low,5080625.0,13323576.0,61.9,4299201.5,-18.2,3709842.5,-36.9
3510000,Low,5080625.0,13323576.0,61.9,4299201.5,-18.2,3709842.5,-36.9
3530000,Low,35564062.0,13323576.0,-166.9,4299201.5,-727.2,3709842.5,-858.6
3550000,Low,36774833.5,13323576.0,-176.0,4299201.5,-755.4,3709842.5,-891.3
3570000,Low,36774833.5,13323576.0,-176.0,4299201.5,-755.4,3709842.5,-891.3
3590000,Low,36774833.5,13323576.0,-176.0,4299201.5,-755.4,3709842.5,-891.3
10000,Medium,131352696.0,45587088.0,-188.1,32611413.5,-302.8,26733528.0,-391.3
30000,Medium,137615548.0,45587088.0,-201.9,32611413.5,-322.0,26733528.0,-414.8
50000,Medium,137873521.5,45587088.0,-202.4,32611413.5,-322.8,26733528.0,-415.7
70000,Medium,931727456.5,45587088.0,-1943.8,32611413.5,-2757.1,26733528.0,-3385.2
90000,Medium,930634351.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.2
110000,Medium,930626607.5,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.1
130000,Medium,930829608.5,45587088.0,-1941.9,32611413.5,-2754.3,26733528.0,-3381.9
150000,Medium,932395386.0,45587088.0,-1945.3,32611413.5,-2759.1,26733528.0,-3387.7
170000,Medium,930915666.5,45587088.0,-1942.1,32611413.5,-2754.6,26733528.0,-3382.2
190000,Medium,932408553.0,45587088.0,-1945.3,32611413.5,-2759.1,26733528.0,-3387.8
210000,Medium,930873416.5,45587088.0,-1942.0,32611413.5,-2754.4,26733528.0,-3382.0
230000,Medium,930621484.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.1
250000,Medium,930634351.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.2
270000,Medium,930634351.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.2
290000,Medium,919929856.5,45587088.0,-1918.0,32611413.5,-2720.9,26733528.0,-3341.1
310000,Medium,535975220.5,45587088.0,-1075.7,32611413.5,-1543.5,26733528.0,-1904.9
330000,Medium,537198732.5,45587088.0,-1078.4,32611413.5,-1547.3,26733528.0,-1909.5
350000,Medium,533647723.5,45587088.0,-1070.6,32611413.5,-1536.4,26733528.0,-1896.2
370000,Medium,931961670.5,45587088.0,-1944.4,32611413.5,-2757.8,26733528.0,-3386.1
390000,Medium,523251120.0,45587088.0,-1047.8,32611413.5,-1504.5,26733528.0,-1857.3
410000,Medium,930630514.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.1
430000,Medium,930960859.5,45587088.0,-1942.2,32611413.5,-2754.7,26733528.0,-3382.4
450000,Medium,930868302.5,45587088.0,-1942.0,32611413.5,-2754.4,26733528.0,-3382.0
470000,Medium,930634351.0,45587088.0,-1941.4,32611413.5,-2753.7,26733528.0,-3381.2
490000,Medium,923559553.5,45587088.0,-1925.9,32611413.5,-2732.0,26733528.0,-3354.7
510000,Medium,526989098.5,45587088.0,-1056.0,32611413.5,-1516.0,26733528.0,-1871.3
530000,Medium,535198116.0,45587088.0,-1074.0,32611413.5,-1541.1,26733528.0,-1902.0
550000,Medium,932354236.5,45587088.0,-1945.2,32611413.5,-2759.0,26733528.0,-3387.6
570000,Medium,930683611.0,45587088.0,-1941.6,32611413.5,-2753.9,26733528.0,-3381.3
590000,Medium,533891672.5,45587088.0,-1071.1,32611413.5,-1537.1,26733528.0,-1897.1
610000,Medium,524265983.5,45587088.0,-1050.0,32611413.5,-1507.6,26733528.0,-1861.1
630000,Medium,94052201.0,45587088.0,-106.3,32611413.5,-188.4,26733528.0,-251.8
650000,Medium,64040290.5,45587088.0,-40.5,32611413.5,-96.4,26733528.0,-139.6
670000,Medium,64299179.0,45587088.0,-41.0,32611413.5,-97.2,26733528.0,-140.5
690000,Medium,63959605.0,45587088.0,-40.3,32611413.5,-96.1,26733528.0,-139.2
710000,Medium,62703876.5,45587088.0,-37.5,32611413.5,-92.3,26733528.0,-134.6
730000,Medium,57682093.5,45587088.0,-26.5,32611413.5,-76.9,26733528.0,-115.8
750000,Medium,57399032.5,45587088.0,-25.9,32611413.5,-76.0,26733528.0,-114.7
770000,Medium,79083583.0,45587088.0,-73.5,32611413.5,-142.5,26733528.0,-195.8
790000,Medium,38337698.0,45587088.0,15.9,32611413.5,-17.6,26733528.0,-43.4
810000,Medium,49140190.5,45587088.0,-7.8,32611413.5,-50.7,26733528.0,-83.8
830000,Medium,35989090.5,45587088.0,21.1,32611413.5,-10.4,26733528.0,-34.6
850000,Medium,40523539.0,45587088.0,11.1,32611413.5,-24.3,26733528.0,-51.6
870000,Medium,17235505.0,45587088.0,62.2,32611413.5,47.1,26733528.0,35.5
890000,Medium,24865411.5,45587088.0,45.5,32611413.5,23.8,26733528.0,7.0
910000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
930000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
950000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
970000,Medium,23261007.5,45587088.0,49.0,32611413.5,28.7,26733528.0,13.0
990000,Medium,24020443.0,45587088.0,47.3,32611413.5,26.3,26733528.0,10.1
1010000,Medium,17697420.0,45587088.0,61.2,32611413.5,45.7,26733528.0,33.8
1030000,Medium,58481172.5,45587088.0,-28.3,32611413.5,-79.3,26733528.0,-118.8
1050000,Medium,75036750.5,45587088.0,-64.6,32611413.5,-130.1,26733528.0,-180.7
1070000,Medium,515792216.5,45587088.0,-1031.4,32611413.5,-1481.6,26733528.0,-1829.4
1090000,Medium,530903151.0,45587088.0,-1064.6,32611413.5,-1528.0,26733528.0,-1885.9
1110000,Medium,508856494.0,45587088.0,-1016.2,32611413.5,-1460.4,26733528.0,-1803.4
1130000,Medium,72315449.5,45587088.0,-58.6,32611413.5,-121.7,26733528.0,-170.5
1150000,Medium,70202909.0,45587088.0,-54.0,32611413.5,-115.3,26733528.0,-162.6
1170000,Medium,97867091.5,45587088.0,-114.7,32611413.5,-200.1,26733528.0,-266.1
1190000,Medium,111783990.0,45587088.0,-145.2,32611413.5,-242.8,26733528.0,-318.1
1210000,Medium,75510757.5,45587088.0,-65.6,32611413.5,-131.5,26733528.0,-182.5
1230000,Medium,59229866.5,45587088.0,-29.9,32611413.5,-81.6,26733528.0,-121.6
1250000,Medium,17099565.5,45587088.0,62.5,32611413.5,47.6,26733528.0,36.0
1270000,Medium,24865411.5,45587088.0,45.5,32611413.5,23.8,26733528.0,7.0
1290000,Medium,17587782.0,45587088.0,61.4,32611413.5,46.1,26733528.0,34.2
1310000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
1330000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
1350000,Medium,24310721.0,45587088.0,46.7,32611413.5,25.5,26733528.0,9.1
1370000,Medium,57281118.0,45587088.0,-25.7,32611413.5,-75.6,26733528.0,-114.3
1390000,Medium,42107786.5,45587088.0,7.6,32611413.5,-29.1,26733528.0,-57.5
1410000,Medium,31289870.5,45587088.0,31.4,32611413.5,4.1,26733528.0,-17.0
1430000,Medium,47964353.5,45587088.0,-5.2,32611413.5,-47.1,26733528.0,-79.4
1450000,Medium,74292480.0,45587088.0,-63.0,32611413.5,-127.8,26733528.0,-177.9
1470000,Medium,71437019.5,45587088.0,-56.7,32611413.5,-119.1,26733528.0,-167.2
1490000,Medium,64489330.0,45587088.0,-41.5,32611413.5,-97.8,26733528.0,-141.2
1510000,Medium,67866774.5,45587088.0,-48.9,32611413.5,-108.1,26733528.0,-153.9
1530000,Medium,17299534.0,45587088.0,62.1,32611413.5,47.0,26733528.0,35.3
1550000,Medium,16949336.5,45587088.0,62.8,32611413.5,48.0,26733528.0,36.6
1570000,Medium,17501384.5,45587088.0,61.6,32611413.5,46.3,26733528.0,34.5
1590000,Medium,69899058.0,45587088.0,-53.3,32611413.5,-114.3,26733528.0,-161.5
1610000,Medium,42207555.0,45587088.0,7.4,32611413.5,-29.4,26733528.0,-57.9
1630000,Medium,32602049.5,45587088.0,28.5,32611413.5,0.0,26733528.0,-22.0
1650000,Medium,31467048.0,45587088.0,31.0,32611413.5,3.5,26733528.0,-17.7
1670000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
1690000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
1710000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
1730000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
1750000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
1770000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
1790000,Medium,16868830.0,45587088.0,63.0,32611413.5,48.3,26733528.0,36.9
1810000,Medium,34613950.5,45587088.0,24.1,32611413.5,-6.1,26733528.0,-29.5
1830000,Medium,43576636.0,45587088.0,4.4,32611413.5,-33.6,26733528.0,-63.0
1850000,Medium,48099748.5,45587088.0,-5.5,32611413.5,-47.5,26733528.0,-79.9
1870000,Medium,504764754.5,45587088.0,-1007.3,32611413.5,-1447.8,26733528.0,-1788.1
1890000,Medium,53916520.5,45587088.0,-18.3,32611413.5,-65.3,26733528.0,-101.7
1910000,Medium,518127731.5,45587088.0,-1036.6,32611413.5,-1488.8,26733528.0,-1838.1
1930000,Medium,507458716.0,45587088.0,-1013.2,32611413.5,-1456.1,26733528.0,-1798.2
1950000,Medium,517947864.0,45587088.0,-1036.2,32611413.5,-1488.2,26733528.0,-1837.4
1970000,Medium,515447504.5,45587088.0,-1030.7,32611413.5,-1480.6,26733528.0,-1828.1
1990000,Medium,940685944.0,45587088.0,-1963.5,32611413.5,-2784.5,26733528.0,-3418.7
2010000,Medium,940685944.0,45587088.0,-1963.5,32611413.5,-2784.5,26733528.0,-3418.7
2030000,Medium,943274296.0,45587088.0,-1969.2,32611413.5,-2792.5,26733528.0,-3428.4
2050000,Medium,945498649.0,45587088.0,-1974.0,32611413.5,-2799.3,26733528.0,-3436.8
2070000,Medium,939731352.5,45587088.0,-1961.4,32611413.5,-2781.6,26733528.0,-3415.2
2090000,Medium,511930943.5,45587088.0,-1023.0,32611413.5,-1469.8,26733528.0,-1814.9
2110000,Medium,511930943.5,45587088.0,-1023.0,32611413.5,-1469.8,26733528.0,-1814.9
2130000,Medium,911396399.0,45587088.0,-1899.2,32611413.5,-2694.7,26733528.0,-3309.2
2150000,Medium,511930943.5,45587088.0,-1023.0,32611413.5,-1469.8,26733528.0,-1814.9
2170000,Medium,511930943.5,45587088.0,-1023.0,32611413.5,-1469.8,26733528.0,-1814.9
2190000,Medium,514705009.0,45587088.0,-1029.1,32611413.5,-1478.3,26733528.0,-1825.3
2210000,Medium,939539532.0,45587088.0,-1961.0,32611413.5,-2781.0,26733528.0,-3414.5
2230000,Medium,505046393.0,45587088.0,-1007.9,32611413.5,-1448.7,26733528.0,-1789.2
2250000,Medium,501356697.0,45587088.0,-999.8,32611413.5,-1437.4,26733528.0,-1775.4
2270000,Medium,60591725.0,45587088.0,-32.9,32611413.5,-85.8,26733528.0,-126.7
2290000,Medium,59550739.0,45587088.0,-30.6,32611413.5,-82.6,26733528.0,-122.8
2310000,Medium,59550739.0,45587088.0,-30.6,32611413.5,-82.6,26733528.0,-122.8
2330000,Medium,58563147.0,45587088.0,-28.5,32611413.5,-79.6,26733528.0,-119.1
2350000,Medium,59339624.0,45587088.0,-30.2,32611413.5,-82.0,26733528.0,-122.0
2370000,Medium,60411847.5,45587088.0,-32.5,32611413.5,-85.2,26733528.0,-126.0
2390000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2410000,Medium,62132504.5,45587088.0,-36.3,32611413.5,-90.5,26733528.0,-132.4
2430000,Medium,61755813.5,45587088.0,-35.5,32611413.5,-89.4,26733528.0,-131.0
2450000,Medium,59553896.0,45587088.0,-30.6,32611413.5,-82.6,26733528.0,-122.8
2470000,Medium,504326654.0,45587088.0,-1006.3,32611413.5,-1446.5,26733528.0,-1786.5
2490000,Medium,938880541.0,45587088.0,-1959.5,32611413.5,-2779.0,26733528.0,-3412.0
2510000,Medium,939929926.5,45587088.0,-1961.8,32611413.5,-2782.2,26733528.0,-3415.9
2530000,Medium,939731352.5,45587088.0,-1961.4,32611413.5,-2781.6,26733528.0,-3415.2
2550000,Medium,938875973.5,45587088.0,-1959.5,32611413.5,-2779.0,26733528.0,-3412.0
2570000,Medium,513388502.0,45587088.0,-1026.2,32611413.5,-1474.3,26733528.0,-1820.4
2590000,Medium,513388502.0,45587088.0,-1026.2,32611413.5,-1474.3,26733528.0,-1820.4
2610000,Medium,508840035.0,45587088.0,-1016.2,32611413.5,-1460.3,26733528.0,-1803.4
2630000,Medium,500646364.0,45587088.0,-998.2,32611413.5,-1435.2,26733528.0,-1772.7
2650000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2670000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2690000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2710000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2730000,Medium,59016387.5,45587088.0,-29.5,32611413.5,-81.0,26733528.0,-120.8
2750000,Medium,59289013.0,45587088.0,-30.1,32611413.5,-81.8,26733528.0,-121.8
2770000,Medium,61770770.5,45587088.0,-35.5,32611413.5,-89.4,26733528.0,-131.1
2790000,Medium,18059228.5,45587088.0,60.4,32611413.5,44.6,26733528.0,32.4
2810000,Medium,19144098.0,45587088.0,58.0,32611413.5,41.3,26733528.0,28.4
2830000,Medium,30068286.0,45587088.0,34.0,32611413.5,7.8,26733528.0,-12.5
2850000,Medium,30025338.0,45587088.0,34.1,32611413.5,7.9,26733528.0,-12.3
2870000,Medium,23194934.5,45587088.0,49.1,32611413.5,28.9,26733528.0,13.2
2890000,Medium,24237301.0,45587088.0,46.8,32611413.5,25.7,26733528.0,9.3
2910000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
2930000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
2950000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
2970000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
2990000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3010000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3030000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3050000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3070000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3090000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3110000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3130000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3150000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3170000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3190000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3210000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3230000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3250000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3270000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3290000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3310000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3330000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3350000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3370000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3390000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3410000,Medium,25420972.5,45587088.0,44.2,32611413.5,22.0,26733528.0,4.9
3430000,Medium,24865411.5,45587088.0,45.5,32611413.5,23.8,26733528.0,7.0
3450000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3470000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3490000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3510000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3530000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3550000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3570000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
3590000,Medium,24558029.5,45587088.0,46.1,32611413.5,24.7,26733528.0,8.1
