model,scenario,seed,total_wait,arrived,switches
ck2300000,Low,1017,1955524.0,690,77
ck2300000,Low,1014,2111919.0,661,76
ck2300000,Low,1016,2093814.0,703,76
ck2300000,Low,1018,2188487.0,693,76
ck2300000,Low,1019,2105901.0,729,77
ck2300000,Low,1020,1974128.0,740,77
ck2300000,Low,1024,1905051.0,697,76
ck2300000,Low,1025,2160882.0,656,76
ck2300000,Low,1023,2153633.0,703,76
ck2300000,Low,1026,2011316.0,702,77
ck2300000,Low,1027,2012925.0,675,76
ck2300000,Low,1022,2196386.0,716,75
ck2300000,Low,1021,2339317.0,716,75
ck2300000,Low,1028,2056722.0,700,77
ck2300000,Low,1029,1984888.0,714,76
ck2300000,Low,1036,1817424.0,680,78
ck2300000,Low,1030,2135206.0,741,76
ck2300000,Low,1031,2207459.0,685,75
ck2300000,Low,1032,2086231.0,678,78
ck2300000,Low,1033,2221024.0,693,76
ck2300000,Low,1034,2101369.0,698,76
ck2300000,Low,1037,2193349.0,754,76
ck2300000,Low,1035,2368396.0,686,76
ck2300000,Low,1038,1918942.0,630,77
ck2300000,Low,1039,1931523.0,680,75
ck2300000,Low,1041,1964903.0,709,76
ck2300000,Low,1040,2094013.0,678,76
ck2300000,Low,1042,2174534.0,716,77
ck2300000,Low,1043,2110476.0,717,76
ck2300000,Low,1044,2099809.0,653,77
ck2300000,Medium,1001,10445456.0,1081,77
ck2300000,Medium,1002,10096346.0,1018,79
ck2300000,Medium,1000,11782530.0,1042,78
ck2300000,Medium,1003,10485995.0,1057,81
ck2300000,Medium,1004,11354508.0,1028,74
ck2300000,Medium,1006,10061400.0,1091,76
ck2300000,Medium,1005,10953349.0,1103,78
ck2300000,Medium,1009,10915390.0,1024,77
ck2300000,Medium,1008,11637079.0,1038,76
ck2300000,Medium,1007,13475305.0,1010,76
ck2300000,Medium,1010,9783702.0,1079,80
ck2300000,Medium,1011,12756418.0,1052,77
ck2300000,Medium,1012,10507506.0,1057,75
ck2300000,Medium,1013,13468225.0,1065,76
ck2300000,Medium,1015,10071579.0,995,77
ck2300000,Medium,1016,10807542.0,1024,79
ck2300000,Medium,1017,10808441.0,1084,77
ck2300000,Medium,1014,12989369.0,1064,78
ck2300000,Medium,1018,12456122.0,1121,78
ck2300000,Medium,1019,11442521.0,1036,75
ck2300000,Medium,1020,12542132.0,1046,79
ck2300000,Medium,1021,12903356.0,1057,80
ck2300000,Medium,1022,11988196.0,1101,79
ck2300000,Medium,1024,9547460.0,1038,76
ck2300000,Medium,1023,11374637.0,1008,77
ck2300000,Medium,1025,10585180.0,1040,77
ck2300000,Medium,1028,10331603.0,1057,77
ck2300000,Medium,1027,11198858.0,978,75
ck2300000,Medium,1029,10673468.0,1021,78
ck2300000,Medium,1026,13035566.0,1049,78
ck2300000,Medium,1031,9085624.0,1038,75
ck2300000,Medium,1032,10357459.0,1005,77
ck2300000,Medium,1030,14021110.0,1029,76
ck2300000,Medium,1034,11257063.0,1065,77
ck2300000,Medium,1036,9972850.0,1009,77
ck2300000,Medium,1033,10993766.0,1085,77
ck2300000,Medium,1037,11848949.0,1075,75
ck2300000,Medium,1038,10242470.0,1037,76
ck2300000,Medium,1039,9442902.0,1052,76
ck2300000,Medium,1035,15534833.0,1062,76
ck2300000,Medium,1041,10602460.0,1015,76
ck2300000,Medium,1040,11656459.0,1071,75
ck2300000,Medium,1042,10588461.0,1038,76
ck2300000,Medium,1043,12020748.0,1027,77
ck2300000,Medium,1044,11758914.0,1032,78
ck2300000,High,1001,60332992.0,1812,93
ck2300000,High,1002,57531567.0,1740,95
ck2300000,High,1000,65474510.0,1771,96
ck2300000,High,1003,63659734.0,1788,98
ck2300000,High,1004,67187929.0,1792,96
ck2300000,High,1006,58660923.0,1786,94
ck2300000,High,1005,56636309.0,1695,94
ck2300000,High,1007,59310049.0,1876,97
ck2300000,High,1009,55781598.0,1746,98
ck2300000,High,1008,61939120.0,1756,97
ck2300000,High,1010,56173193.0,1771,93
ck2300000,High,1011,56303148.0,1837,97
ck2300000,High,1012,61430524.0,1774,94
ck2300000,High,1013,58678316.0,1781,97
ck2300000,High,1014,60885758.0,1774,98
ck2300000,High,1015,61011590.0,1745,94
ck2300000,High,1017,60521608.0,1777,95
ck2300000,High,1016,62397864.0,1707,98
ck2300000,High,1018,60477266.0,1702,96
ck2300000,High,1019,63678903.0,1716,97
ck2300000,High,1020,60062783.0,1839,96
ck2300000,High,1021,58886732.0,1736,101
ck2300000,High,1022,60673423.0,1777,97
ck2300000,High,1023,61999682.0,1765,98
ck2300000,High,1024,55726757.0,1817,92
ck2300000,High,1027,55653641.0,1713,94
ck2300000,High,1026,60514924.0,1689,95
ck2300000,High,1025,58108378.0,1711,94
ck2300000,High,1028,65210822.0,1741,95
ck2300000,High,1029,61794592.0,1680,93
ck2300000,High,1030,61243544.0,1782,98
ck2300000,High,1031,56174272.0,1723,95
ck2300000,High,1032,62266704.0,1808,94
ck2300000,High,1033,58086139.0,1663,95
ck2300000,High,1034,59376456.0,1690,95
ck2300000,High,1035,58887358.0,1732,96
ck2300000,High,1036,58700493.0,1764,95
ck2300000,High,1037,60524439.0,1759,96
ck2300000,High,1038,57803958.0,1753,93
ck2300000,High,1039,55395178.0,1701,96
ck2300000,High,1040,59876923.0,1777,94
ck2300000,High,1041,64166157.0,1714,97
ck6000000,Low,1001,2268257.0,681,73
ck6000000,Low,1000,2326072.0,712,73
ck6000000,Low,1002,2366255.0,628,71
ck2300000,High,1042,65639149.0,1736,96
ck6000000,Low,1003,2424410.0,702,72
ck2300000,High,1043,62886980.0,1779,96
ck2300000,High,1044,56510859.0,1764,95
ck6000000,Low,1004,2103636.0,678,74
ck6000000,Low,1005,2250753.0,695,73
ck6000000,Low,1006,2270817.0,674,71
ck6000000,Low,1008,2148257.0,701,74
ck6000000,Low,1007,2472726.0,691,70
ck6000000,Low,1009,2203861.0,661,73
ck6000000,Low,1010,2259760.0,682,73
ck6000000,Low,1011,2255032.0,685,73
ck6000000,Low,1012,2446974.0,697,71
ck6000000,Low,1013,2372775.0,689,72
ck6000000,Low,1014,2172582.0,731,74
ck6000000,Low,1015,2222482.0,703,74
ck6000000,Low,1016,2415500.0,714,72
ck6000000,Low,1017,2096743.0,698,74
ck6000000,Low,1018,2180404.0,664,75
ck6000000,Low,1019,2564692.0,685,72
ck6000000,Low,1020,2350819.0,721,73
ck6000000,Low,1021,2387707.0,722,72
ck6000000,Low,1022,2355453.0,745,71
ck6000000,Low,1023,2261467.0,704,73
ck6000000,Low,1024,2214179.0,730,74
ck6000000,Low,1025,2185173.0,714,74
ck6000000,Low,1028,2101546.0,679,75
ck6000000,Low,1027,2426271.0,676,72
ck6000000,Low,1026,2491780.0,707,74
ck6000000,Low,1029,2171999.0,692,72
ck6000000,Low,1030,2827766.0,750,70
ck6000000,Low,1031,2346131.0,694,72
ck6000000,Low,1032,2415442.0,753,72
ck6000000,Low,1033,2345154.0,717,73
ck6000000,Low,1034,2188341.0,721,74
ck6000000,Low,1038,1951285.0,685,74
ck6000000,Low,1036,2036901.0,670,74
ck6000000,Low,1035,2638800.0,695,71
ck6000000,Low,1039,2274613.0,660,72
ck6000000,Low,1037,2575804.0,709,71
ck6000000,Low,1040,2226018.0,681,73
ck6000000,Low,1041,2035137.0,741,75
ck6000000,Low,1042,2440471.0,699,71
ck6000000,Low,1043,2344769.0,689,71
ck6000000,Low,1044,2099049.0,685,77
ck6000000,Medium,1002,14129021.0,1046,73
ck6000000,Medium,1004,15107068.0,1050,71
ck6000000,Medium,1003,16168471.0,1071,73
ck6000000,Medium,1001,16924021.0,1123,70
ck6000000,Medium,1000,17552700.0,1077,72
ck6000000,Medium,1005,16546671.0,1064,71
ck6000000,Medium,1006,14905292.0,1022,70
ck6000000,Medium,1007,19942278.0,1068,73
ck6000000,Medium,1008,16655909.0,1045,72
ck6000000,Medium,1009,16789292.0,1062,70
ck6000000,Medium,1010,17035069.0,1032,71
ck6000000,Medium,1012,16693028.0,1046,70
ck6000000,Medium,1011,18717241.0,1023,72
ck6000000,Medium,1014,18306604.0,1046,74
ck6000000,Medium,1013,19732634.0,1017,72
ck6000000,Medium,1015,18924655.0,1098,72
ck6000000,Medium,1016,18550474.0,1055,73
ck6000000,Medium,1017,15032516.0,1090,71
ck6000000,Medium,1018,17435429.0,1048,72
ck6000000,Medium,1019,16048208.0,1056,70
ck6000000,Medium,1020,19064996.0,1113,72
ck6000000,Medium,1023,15874936.0,1009,73
ck6000000,Medium,1024,15874842.0,1089,71
ck6000000,Medium,1022,17244301.0,1085,74
ck6000000,Medium,1021,21613745.0,1027,72
ck6000000,Medium,1025,13267182.0,1066,71
ck6000000,Medium,1026,18007915.0,1081,73
ck6000000,Medium,1028,15681042.0,1078,71
ck6000000,Medium,1027,18961587.0,1034,71
ck6000000,Medium,1029,16292319.0,1029,72
ck6000000,Medium,1032,13029425.0,1045,71
ck6000000,Medium,1030,18796743.0,1055,73
ck6000000,Medium,1031,17647983.0,1051,71
ck6000000,Medium,1033,17684997.0,1008,70
ck6000000,Medium,1034,17077437.0,1079,72
ck6000000,Medium,1035,19290726.0,1045,74
ck6000000,Medium,1036,15283794.0,1032,71
ck6000000,Medium,1038,14857071.0,1024,71
ck6000000,Medium,1039,13874754.0,1035,72
ck6000000,Medium,1037,18830104.0,1061,70
ck6000000,Medium,1040,17302758.0,1097,69
ck6000000,Medium,1041,17214951.0,1032,71
ck6000000,Medium,1042,16648522.0,1036,71
ck6000000,Medium,1043,17585364.0,1059,70
ck6000000,Medium,1044,16825272.0,1043,72
ck6000000,High,1002,55476110.0,1730,97
ck6000000,High,1001,59998270.0,1787,94
ck6000000,High,1000,66292759.0,1768,96
ck6000000,High,1003,63709844.0,1750,99
ck6000000,High,1005,57550300.0,1720,95
ck6000000,High,1004,67479854.0,1816,96
ck6000000,High,1006,59223711.0,1767,94
ck6000000,High,1007,59922279.0,1777,97
ck6000000,High,1008,61617730.0,1773,97
ck6000000,High,1009,53220181.0,1753,94
ck6000000,High,1010,56301711.0,1777,94
ck6000000,High,1011,56008367.0,1770,98
ck6000000,High,1013,59766952.0,1736,97
ck6000000,High,1014,59244828.0,1844,98
ck6000000,High,1015,61975658.0,1751,95
ck6000000,High,1012,62495636.0,1787,95
ck6000000,High,1016,57970951.0,1732,96
ck6000000,High,1017,59304066.0,1735,98
ck6000000,High,1018,60247207.0,1774,98
ck6000000,High,1019,63548137.0,1738,97
ck6000000,High,1021,58102686.0,1753,98
ck6000000,High,1020,60111379.0,1829,97
ck6000000,High,1022,60983412.0,1748,97
ck6000000,High,1025,58287932.0,1680,95
ck6000000,High,1024,56267425.0,1776,93
ck6000000,High,1023,62631240.0,1770,98
ck6000000,High,1026,61024555.0,1714,96
ck6000000,High,1027,56574423.0,1769,95
ck6000000,High,1028,64360066.0,1799,95
ck6000000,High,1031,56740218.0,1793,96
ck6000000,High,1029,61628759.0,1772,94
ck6000000,High,1033,56622383.0,1686,93
ck6000000,High,1030,60917347.0,1788,98
ck6000000,High,1034,58114741.0,1752,97
ck6000000,High,1032,61978169.0,1759,94
ck6000000,High,1035,58829517.0,1774,98
Fixed_30s,Low,1000,13212752.0,759,666
Fixed_30s,Low,1001,13019138.0,703,666
ck6000000,High,1036,58766690.0,1764,95
Fixed_30s,Low,1002,12880072.0,690,666
ck6000000,High,1037,59864933.0,1798,96
ck6000000,High,1038,58079962.0,1731,93
ck6000000,High,1039,55129384.0,1661,98
ck6000000,High,1040,59483180.0,1730,94
Fixed_30s,Low,1003,16023656.0,708,666
ck6000000,High,1043,61705473.0,1795,96
ck6000000,High,1042,65052451.0,1743,96
ck6000000,High,1044,55797376.0,1734,96
ck6000000,High,1041,63720136.0,1726,98
Fixed_30s,Low,1004,12887416.0,756,666
Fixed_30s,Low,1005,12649103.0,723,666
Fixed_30s,Low,1006,13442986.0,704,666
Fixed_30s,Low,1007,17475257.0,714,666
Fixed_30s,Low,1008,14610149.0,722,666
Fixed_30s,Low,1009,15600825.0,679,666
Fixed_30s,Low,1010,12444783.0,677,666
Fixed_30s,Low,1012,16074267.0,740,666
Fixed_30s,Low,1013,18423801.0,700,666
Fixed_30s,Low,1011,19721817.0,688,666
Fixed_30s,Low,1015,12039153.0,707,666
Fixed_30s,Low,1014,18040181.0,728,666
Fixed_30s,Low,1016,13633433.0,723,666
Fixed_30s,Low,1017,12333850.0,659,666
Fixed_30s,Low,1018,14690465.0,710,666
Fixed_30s,Low,1019,14958254.0,702,666
Fixed_30s,Low,1020,14070143.0,714,666
Fixed_30s,Low,1023,13902306.0,732,666
Fixed_30s,Low,1024,10885539.0,691,666
Fixed_30s,Low,1025,12385556.0,669,666
Fixed_30s,Low,1021,17693211.0,738,666
Fixed_30s,Low,1022,16451538.0,738,666
Fixed_30s,Low,1026,13569240.0,748,666
Fixed_30s,Low,1027,13267264.0,697,666
Fixed_30s,Low,1028,13322704.0,692,666
Fixed_30s,Low,1029,11517260.0,694,666
Fixed_30s,Low,1030,17996681.0,724,666
Fixed_30s,Low,1031,12292452.0,715,666
Fixed_30s,Low,1032,13040685.0,695,666
Fixed_30s,Low,1034,14419951.0,707,666
Fixed_30s,Low,1033,14895786.0,720,666
Fixed_30s,Low,1036,11380451.0,676,666
Fixed_30s,Low,1035,19717808.0,706,666
Fixed_30s,Low,1037,15424292.0,737,666
Fixed_30s,Low,1038,12131898.0,657,666
Fixed_30s,Low,1039,11227214.0,689,666
Fixed_30s,Low,1040,12903980.0,712,666
Fixed_30s,Low,1042,9076103.0,705,666
Fixed_30s,Low,1041,15095510.0,718,666
Fixed_30s,Low,1043,13635732.0,705,666
Fixed_30s,Low,1044,14364550.0,737,666
Fixed_30s,Medium,1000,47480544.0,1066,666
Fixed_30s,Medium,1001,48926220.0,1083,666
Fixed_30s,Medium,1002,45706269.0,1026,666
Fixed_30s,Medium,1003,44675515.0,1082,666
Fixed_30s,Medium,1004,51602054.0,1006,666
Fixed_30s,Medium,1005,46256324.0,998,666
Fixed_30s,Medium,1006,48973314.0,1033,666
Fixed_30s,Medium,1008,46262579.0,1075,666
Fixed_30s,Medium,1009,46322001.0,1047,666
Fixed_30s,Medium,1007,51099832.0,1039,666
Fixed_30s,Medium,1010,48087031.0,1102,666
Fixed_30s,Medium,1011,48347585.0,1009,666
Fixed_30s,Medium,1013,47672470.0,1090,666
Fixed_30s,Medium,1012,48363536.0,1100,666
Fixed_30s,Medium,1014,45899339.0,1070,666
Fixed_30s,Medium,1015,46428249.0,1054,666
Fixed_30s,Medium,1016,47214869.0,1039,666
Fixed_30s,Medium,1017,51176527.0,1077,666
Fixed_30s,Medium,1019,47886409.0,1026,666
Fixed_30s,Medium,1018,49675685.0,1088,666
Fixed_30s,Medium,1020,44469798.0,1111,666
Fixed_30s,Medium,1021,48793932.0,1055,666
Fixed_30s,Medium,1023,45362120.0,1046,666
Fixed_30s,Medium,1022,48887083.0,1116,666
Fixed_30s,Medium,1024,47240052.0,1060,666
Fixed_30s,Medium,1025,46323455.0,1075,666
Fixed_30s,Medium,1026,47275587.0,1093,666
Fixed_30s,Medium,1027,43645441.0,1078,666
Fixed_30s,Medium,1029,47534351.0,1059,666
Fixed_30s,Medium,1028,50074035.0,1038,666
Fixed_30s,Medium,1030,44179148.0,1069,666
Fixed_30s,Medium,1032,45862516.0,1065,666
Fixed_30s,Medium,1031,47503655.0,1048,666
Fixed_30s,Medium,1033,46117203.0,1043,666
Fixed_30s,Medium,1034,49315496.0,1049,666
Fixed_30s,Medium,1035,43736353.0,1016,666
Fixed_30s,Medium,1036,45490025.0,1020,666
Fixed_30s,Medium,1037,49886670.0,1056,666
Fixed_30s,Medium,1039,44251368.0,1016,666
Fixed_30s,Medium,1038,49446440.0,1039,666
Fixed_30s,Medium,1040,47397397.0,1045,666
Fixed_30s,Medium,1042,46694219.0,1062,666
Fixed_30s,Medium,1041,49474018.0,1001,666
Fixed_30s,Medium,1043,47729763.0,1079,666
Fixed_30s,Medium,1044,44115626.0,1036,666
Fixed_30s,High,1000,132240504.0,1762,666
Fixed_30s,High,1001,125841619.0,1770,666
Fixed_30s,High,1002,121819315.0,1710,666
Fixed_30s,High,1003,129743708.0,1813,666
Fixed_30s,High,1004,130481158.0,1774,666
Fixed_30s,High,1005,120131807.0,1698,666
Fixed_30s,High,1006,127019643.0,1764,666
Fixed_30s,High,1007,126487336.0,1800,666
Fixed_30s,High,1009,123623731.0,1822,666
Fixed_30s,High,1008,127451124.0,1728,666
Fixed_30s,High,1011,109761482.0,1782,666
Fixed_30s,High,1012,116325149.0,1760,666
Fixed_30s,High,1010,123732538.0,1783,666
Fixed_30s,High,1014,120626462.0,1776,666
Fixed_30s,High,1013,126901860.0,1755,666
Fixed_30s,High,1015,123125065.0,1739,666
Fixed_30s,High,1017,121220545.0,1722,666
Fixed_30s,High,1016,123295341.0,1765,666
Fixed_30s,High,1018,126440221.0,1802,666
Fixed_30s,High,1019,132262434.0,1739,666
Fixed_30s,High,1020,126941333.0,1744,666
Fixed_30s,High,1021,123607366.0,1797,666
Fixed_30s,High,1022,129057662.0,1796,666
Fixed_30s,High,1024,127493593.0,1766,666
Fixed_30s,High,1023,135707651.0,1743,666
Fixed_30s,High,1025,128444721.0,1725,666
Fixed_30s,High,1027,117488376.0,1754,666
Fixed_30s,High,1026,123312227.0,1729,666
Fixed_30s,High,1028,131068217.0,1763,666
Fixed_30s,High,1029,130147813.0,1731,666
Fixed_30s,High,1030,127152930.0,1785,666
Fixed_30s,High,1031,125443538.0,1725,666
Fixed_30s,High,1032,131471796.0,1755,666
Fixed_30s,High,1033,124088434.0,1709,666
Fixed_30s,High,1034,121192943.0,1734,666
Fixed_30s,High,1035,122377314.0,1733,666
Fixed_30s,High,1036,124664609.0,1737,666
Fixed_30s,High,1037,130394369.0,1752,666
Fixed_30s,High,1038,126227319.0,1759,666
Fixed_30s,High,1039,123605427.0,1728,666
Fixed_45s,Low,1000,6933763.0,721,444
Fixed_45s,Low,1001,8503320.0,693,444
Fixed_45s,Low,1002,6369310.0,696,444
Fixed_45s,Low,1003,8741602.0,698,444
Fixed_45s,Low,1004,5482392.0,709,444
Fixed_45s,Low,1005,6072426.0,691,444
Fixed_45s,Low,1006,4863842.0,664,444
Fixed_45s,Low,1007,7389237.0,645,444
Fixed_45s,Low,1008,7673918.0,716,444
Fixed_45s,Low,1009,4797527.0,679,444
Fixed_30s,High,1040,122911050.0,1728,666
Fixed_45s,Low,1010,5563878.0,696,444
Fixed_30s,High,1041,121420781.0,1759,666
Fixed_45s,Low,1011,4957879.0,714,444
Fixed_30s,High,1042,133777473.0,1768,666
Fixed_45s,Low,1012,6797886.0,687,444
Fixed_30s,High,1044,119599744.0,1771,666
Fixed_45s,Low,1013,7975589.0,673,444
Fixed_45s,Low,1014,7354768.0,750,444
Fixed_30s,High,1043,132736001.0,1785,666
Fixed_45s,Low,1015,6352166.0,707,444
Fixed_45s,Low,1016,6880166.0,739,444
Fixed_45s,Low,1017,5388614.0,682,444
Fixed_45s,Low,1018,6514215.0,694,444
Fixed_45s,Low,1019,8223389.0,685,444
Fixed_45s,Low,1020,8399978.0,703,444
Fixed_45s,Low,1024,3278512.0,725,444
Fixed_45s,Low,1021,8911695.0,721,444
Fixed_45s,Low,1022,6785141.0,736,444
Fixed_45s,Low,1023,6887727.0,756,444
Fixed_45s,Low,1025,7117378.0,669,444
Fixed_45s,Low,1026,6356968.0,731,444
Fixed_45s,Low,1027,5850172.0,707,444
Fixed_45s,Low,1028,5403512.0,676,444
Fixed_45s,Low,1029,5001351.0,654,444
Fixed_45s,Low,1031,4861342.0,687,444
Fixed_45s,Low,1030,9050026.0,710,444
Fixed_45s,Low,1032,5238339.0,692,444
Fixed_45s,Low,1033,8236298.0,670,444
Fixed_45s,Low,1034,9961994.0,688,444
Fixed_45s,Low,1036,4015617.0,665,444
Fixed_45s,Low,1038,2566596.0,655,444
Fixed_45s,Low,1035,11495031.0,721,444
Fixed_45s,Low,1037,9268429.0,745,444
Fixed_45s,Low,1039,4638457.0,694,444
Fixed_45s,Low,1042,3844302.0,722,444
Fixed_45s,Low,1040,7198384.0,721,444
Fixed_45s,Low,1041,8103531.0,680,444
Fixed_45s,Low,1043,10195107.0,689,444
Fixed_45s,Low,1044,7678051.0,700,444
Fixed_45s,Medium,1001,35536057.0,1007,444
Fixed_45s,Medium,1000,34593389.0,1100,444
Fixed_45s,Medium,1002,33051574.0,1012,444
Fixed_45s,Medium,1003,33337699.0,1069,444
Fixed_45s,Medium,1004,34856303.0,1081,444
Fixed_45s,Medium,1005,34393924.0,1038,444
Fixed_45s,Medium,1006,35226525.0,1044,444
Fixed_45s,Medium,1007,35060683.0,1029,444
Fixed_45s,Medium,1009,32510951.0,1058,444
Fixed_45s,Medium,1008,33335610.0,1078,444
Fixed_45s,Medium,1010,32226268.0,1064,444
Fixed_45s,Medium,1012,32908452.0,1057,444
Fixed_45s,Medium,1011,33878152.0,1095,444
Fixed_45s,Medium,1013,35849505.0,1053,444
Fixed_45s,Medium,1014,33959220.0,1097,444
Fixed_45s,Medium,1015,36817994.0,1013,444
Fixed_45s,Medium,1016,35669178.0,1073,444
Fixed_45s,Medium,1019,30294080.0,1038,444
Fixed_45s,Medium,1017,33872618.0,1073,444
Fixed_45s,Medium,1018,32204400.0,1061,444
Fixed_45s,Medium,1020,30706717.0,1113,444
Fixed_45s,Medium,1022,34201380.0,1068,444
Fixed_45s,Medium,1021,35283233.0,1036,444
Fixed_45s,Medium,1023,32362958.0,1052,444
Fixed_45s,Medium,1024,34881808.0,1012,444
Fixed_45s,Medium,1025,31783786.0,1064,444
Fixed_45s,Medium,1027,33879600.0,999,444
Fixed_45s,Medium,1029,30805689.0,1047,444
Fixed_45s,Medium,1026,34711546.0,1023,444
Fixed_45s,Medium,1028,36548525.0,1039,444
Fixed_45s,Medium,1030,32321958.0,1025,444
Fixed_45s,Medium,1032,35145264.0,1006,444
Fixed_45s,Medium,1033,33972531.0,1039,444
Fixed_45s,Medium,1031,34433110.0,1047,444
Fixed_45s,Medium,1035,28211068.0,1032,444
Fixed_45s,Medium,1034,35972913.0,1114,444
Fixed_45s,Medium,1036,33438345.0,1034,444
Fixed_45s,Medium,1038,32869544.0,1030,444
Fixed_45s,Medium,1039,32081880.0,1078,444
Fixed_45s,Medium,1037,36999661.0,1085,444
Fixed_45s,Medium,1040,35612873.0,1081,444
Fixed_45s,Medium,1041,34366200.0,989,444
Fixed_45s,Medium,1042,34115486.0,1005,444
Fixed_45s,Medium,1043,34106107.0,1010,444
Fixed_45s,Medium,1044,32386946.0,1058,444
Fixed_45s,High,1000,85399702.0,1758,444
Fixed_45s,High,1002,76629692.0,1710,444
Fixed_45s,High,1001,80667850.0,1763,444
Fixed_45s,High,1003,83039455.0,1800,444
Fixed_45s,High,1004,87836340.0,1771,444
Fixed_45s,High,1005,80248044.0,1697,444
Fixed_45s,High,1007,82736989.0,1817,444
Fixed_45s,High,1006,82713681.0,1701,444
Fixed_45s,High,1008,81213303.0,1708,444
Fixed_45s,High,1009,76448703.0,1749,444
Fixed_45s,High,1011,75966546.0,1733,444
Fixed_45s,High,1010,78854209.0,1771,444
Fixed_45s,High,1012,79717246.0,1776,444
Fixed_45s,High,1013,78921077.0,1807,444
Fixed_45s,High,1014,77921299.0,1726,444
Fixed_45s,High,1015,80679995.0,1655,444
Fixed_45s,High,1016,75664707.0,1744,444
Fixed_45s,High,1017,77794087.0,1719,444
Fixed_45s,High,1018,79275525.0,1790,444
Fixed_45s,High,1019,84767409.0,1730,444
Fixed_45s,High,1021,78312189.0,1819,444
